Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
5,1388,"Taylor Made Sales Agency, Agent CXXXIX ","","Hard Spun --- Night Witch","","B",Filly,"","Hard Spun","Night Witch","","","","","R.N.A. (40,000)",---
5,1389,"Taylor Made Sales Agency, Agent CLVIII ","","Improbable --- Nikki and Papa","","CH",Filly,"","Improbable","Nikki and Papa","","","","","Tom McCrocklin",75000
5,1390,"Lane's End, Agent ","","City of Light --- Nonna Bella","","B",Colt,"","City of Light","Nonna Bella","","","","","Out",0
5,1391,"Highgate Sales, Agent XXXI ","","Complexity --- No Show Rose","","B",Filly,"","Complexity","No Show Rose","","","","","New Horizons Bloodstock LLC",30000
5,1392,"Claiborne Farm, Agent ","","Turf Cat","","DB/BR",Colt,"Turf Cat","Kitten's Joy","Not Sure","","","","","Bob Grayson Jr.",70000
5,1393,"Denali Stud, Agent LI ","","Dance to Remember","","DB/BR",Filly,"Dance to Remember","More Than Ready","Oak Trees Dancing","","","","","CJ Thoroughbreds",170000
5,1394,"Gainesway, Agent XV ","","North Basin","","CH",Colt,"North Basin","Candy Ride (ARG)","Ocean Goddess","","","","","Steven W. Young, Agent",100000
5,1395,"Pope McLean (Crestwood Farm), Agent XV ","","Maclean's Music --- Oh Flatter Me","","B",Colt,"","Maclean's Music","Oh Flatter Me","","","","","Powerstown Stud",67000
5,1396,"Eaton Sales, Agent ","","Midnight Sugar","","DB/BR",Filly,"Midnight Sugar","Bernardini","Onion Creek","","","","","Jerry L. Romans, Jr.",17000
5,1397,"Denali Stud, Agent XI ","","Map Out","","B",Filly,"Map Out","Liam's Map","O Seraphina","","","","","Shepherd Equine Advisers, Agent for Larry Hirsch",160000
5,1398,"Garrencasey Sales LLC, Agent ","","Playground Justice","","B",Colt,"Playground Justice","Flatter","Pacific Whisper","","","","","Brittany Vandenberg",4000
5,1399,"Lane's End, Agent ","","Not This Time --- Pearl River","","B",Colt,"","Not This Time","Pearl River","","","","","Marco Bozzi Bloodstock",100000
5,1400,"Greenfield Farms, Agent for Sierra Farm ","","Miss Makenna","","B",Filly,"Miss Makenna","Authentic","Peggy May","","","","","Michael McMillan",140000
5,1401,"Garrencasey Sales LLC, Agent VII ","","War of Will --- Perfect Step (IRE)","","B",Filly,"","War of Will","Perfect Step (IRE)","","","","","R.N.A. (45,000)",---
5,1402,"Nursery Place, Agent ","","Sol d'Oro","","B",Filly,"Sol d'Oro","Bolt d'Oro","Peru (GB)","","","","","Joe Migliore, Agent",70000
5,1403,"Winter Quarter Farm, Agent for Stepaside Farm, LLC","","Le Phantom Opera","","B    ",Filly,"Le Phantom Opera","Mendelssohn","Phantom Proton","","","","","X-Men Racing/Madaket/SF Racing",210000
5,1404,"Dixiana Farms LLC ","","Quality Road --- Photographer","","B",Filly,"","Quality Road","Photographer","","","","","Out",0
5,1405,"Highgate Sales, Agent XII ","","Munnings --- Piccadilly Line","","GR/RO",Filly,"","Munnings","Piccadilly Line","","","","","KHF",70000
5,1406,"Dixiana Farms LLC ","","Taco Cat Backwards","","DB/BR",Filly,"Taco Cat Backwards","Kitten's Joy","Pinata Cat","","","","","D.J. Stable, LLC",75000
5,1407,"GreenMount Farm ","","More Than Ready --- Pinkprint","","CH",Filly,"","More Than Ready","Pinkprint","","","","","Out",0
5,1408,"Greenfield Farms, Agent X ","","Liam's Map --- Pink Scatillac","","DB/BR",Filly,"","Liam's Map","Pink Scatillac","","","","","Taproot Bloodstock, Agent",300000
5,1409,"Machmer Hall Sales, Agent for Machmer Hall ","","Complexity --- Please","","GR/RO",Colt,"","Complexity","Please","","","","","R.N.A. (60,000)",---
5,1410,"Machmer Hall Sales, Agent for Machmer Hall ","","Authentic --- Polyester","","B",Colt,"","Authentic","Polyester","","","","","Out",0
5,1411,"Gainesway, Agent XXXI ","","Volatile --- Pooh Corner","","GR/RO",Colt,"","Volatile","Pooh Corner","","","","","Kenneth McPeek, Agent",250000
5,1412,"Gainesway, Agent XL ","","Tapit --- Pretty At War","","GR/RO",Filly,"","Tapit","Pretty At War","","","","","Out",0
5,1413,"Taylor Made Sales Agency, Agent CLXIV ","","Gun Runner --- Princesa Carina (BRZ)","","B",Colt,"","Gun Runner","Princesa Carina (BRZ)","","","","","Out",0
5,1414,"Machmer Hall Sales, Agent for Schiano Inc. ","","Practical Joke --- Private Beach","","B    ",Colt,"","Practical Joke","Private Beach","","","","","Victoria's Ranch",120000
5,1415,"Penn Sales ","","Practical Joke --- Proud Indian","","B",Colt,"","Practical Joke","Proud Indian","","","","","Owls Bloodstock",150000
5,1416,"Denali Stud, Agent XXVI ","","Tiz the Law --- Purple Lights","","GR/RO",Filly,"","Tiz the Law","Purple Lights","","","","","Gerardo Amado",40000
5,1417,"Machmer Hall Sales, Agent for Machmer Hall ","","Vino Rosso --- Queenie's Pride","","CH",Colt,"","Vino Rosso","Queenie's Pride","","","","","Jonathan S. Dean",95000
5,1418,"Gainesway, Agent XLI ","","Authentic --- Queen's Wood","","CH",Colt,"","Authentic","Queen's Wood","","","","","Out",0
5,1419,"Nursery Place, Agent ","","Map This Out","","CH",Filly,"Map This Out","Liam's Map","Quintile","","","","","Douglas Scharbauer",150000
5,1420,"Hill 'n' Dale at Xalapa, Agent ","","Good Magic --- Raging Atlantic","","CH",Filly,"","Good Magic","Raging Atlantic","","","","","Hartley/DeRenzo ",220000
5,1421,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Stonestreet Bred & Raised","","Good Magic --- Ragtime Hope","","B    ",Filly,"","Good Magic","Ragtime Hope","","","","","R.N.A. (90,000)",---
5,1422,"Columbiana Farm LLC, Agent III ","","Malibu Moon --- Rapid Racer","","GR/RO",Filly,"","Malibu Moon","Rapid Racer","","","","","Doug O'Neill",55000
5,1423,"Lane's End, Agent ","","Candy Ride (ARG) --- Rare Find","","B",Colt,"","Candy Ride (ARG)","Rare Find","","","","","Grandview Equine",80000
5,1424,"Castle Park Farm LLC (Noel Murphy), Agent V ","","War of Will --- Ready Signal","","DB/BR",Colt,"","War of Will","Ready Signal","","","","","Joe P. Morey Revocable Trust",100000
5,1425,"Hunter Valley Farm, Agent ","","Improbable --- Real Sister","","B",Colt,"","Improbable","Real Sister","","","","","R.N.A. (100,000)",---
5,1426,"Bedouin Bloodstock, Agent IX ","","Munson","","B",Colt,"Munson","Ghostzapper","Redshirt","","","","","Steve LaRose",70000
5,1427,"Taylor Made Sales Agency, Agent LXVI ","","Not This Time --- Reiko","","DB/BR",Filly,"","Not This Time","Reiko","","","","","R.N.A. (95,000)",---
5,1428,"Lane's End, Agent ","","Volatile --- Resilient One","","GR/RO",Filly,"","Volatile","Resilient One","","","","","Out",0
5,1429,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Save the Queen","","CH",Filly,"Save the Queen","Practical Joke","R Girls a Charmer","","","","","Matthew Robert",170000
5,1430,"Denali Stud, Agent XLV ","","Volatile --- Riboletti","","B",Filly,"","Volatile","Riboletti","","","","","Out",0
5,1431,"Upson Downs Farm, Agent VI ","","Nyquist --- Riley's Choice","","CH",Colt,"","Nyquist","Riley's Choice","","","","","West Bloodstock, Agent for Repole Stable",260000
5,1432,"Hill 'n' Dale at Xalapa, Agent ","","McKinzie --- Rise Above","","B",Colt,"","McKinzie","Rise Above","","","","","Albaugh Family Stables / Barry Berkelhammer, Agent",160000
5,1433,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Stonestreet Bred & Raised","","Bogart","","B    ",Colt,"Bogart","Ghostzapper","Roberta Turner","","","","","Steven W. Young, Agent",150000
5,1434,"Machmer Hall Sales, Agent for WinStar Farm Bred & Raised ","","Bataille","","DB/BR",Filly,"Bataille","Tom's d'Etat","Rockster","","","","","Marquee Bloodstock",130000
5,1435,"Eaton Sales, Agent ","","City of Light --- Rovenna","","B",Filly,"","City of Light","Rovenna","","","","","Bay Hill Stables",230000
5,1436,"Denali Stud, Agent XXX ","","Gun Runner --- R Sassy Lass","","DB/BR",Colt,"","Gun Runner","R Sassy Lass","","","","","Winchell Thoroughbreds LLC",250000
5,1437,"Moreau Bloodstock Int'l Inc., Agent ","","Maclean's Music --- R True Talent","","B",Colt,"","Maclean's Music","R True Talent","","","","","Doug O'Neill",150000
5,1438,"Hunter Valley Farm, Agent ","","Auntie","","B",Filly,"Auntie","Uncle Mo","Rubilinda","","","","","Eclipse Thoroughbred Partners & Bridlewood Farm",385000
5,1439,"Gainesway, Agent XXX ","","Authentic --- Ruby Trust","","CH",Colt,"","Authentic","Ruby Trust","","","","","Hartley/DeRenzo ",260000
5,1440,"Gainesway, Agent XXVI ","","Sparkling Ruby","","GR/RO",Filly,"Sparkling Ruby","War Front","Runnin Ruby","","","","","R.N.A. (170,000)",---
5,1441,"Dixiana Farms LLC ","","Academy","","CH",Colt,"Academy","Oscar Performance","Sacred Luna","","","","","C. Blumberg, Agt. for Starlight/Harrell Ventures",310000
5,1442,"Pope McLean (Crestwood Farm), Agent VI ","","Wild Mama","","DB/BR",Filly,"Wild Mama","American Pharoah","Safwah","","","","","Taproot for Lee Lewis",380000
5,1443,"Pope McLean (Crestwood Farm), Agent I ","","Hymn","","DB/BR",Colt,"Hymn","McKinzie","Salt Bae","","","","","R.N.A. (140,000)",---
5,1444,"Claiborne Farm, Agent ","","Sky Mesa --- Salute","","CH   ",Colt,"","Sky Mesa","Salute","","","","","Birdsong Stable",100000
5,1445,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII ","","Araratta","","GR/RO",Filly,"Araratta","Munnings","Saratoga Belle","","","","","Shepherd Equine Advisers, Agent for Larry Hirsch",130000
5,1446,"Denali Stud, Agent XXXII ","","Tom's d'Etat --- Schon","","B",Filly,"","Tom's d'Etat","Schon","","","","","Tommy Town Thoroughbreds",150000
5,1447,"Taylor Made Sales Agency, Agent LXIV ","","Vekoma --- Scripted","","CH",Colt,"","Vekoma","Scripted","","","","","Hartley/DeRenzo ",280000
5,1448,"Taylor Made Sales Agency, Agent CXVI ","","Game Winner --- Seattle's Best","","B",Colt,"","Game Winner","Seattle's Best","","","","","R.N.A. (190,000)",---
5,1449,"Lane's End, Agent ","","Lady Orient","","DB/BR",Filly,"Lady Orient","Liam's Map","Second Coming","","","","","Richard J. Emmett",170000
5,1450,"Machmer Hall Sales, Agent for Machmer Hall ","","No Other Like You","","DB/BR",Filly,"No Other Like You","Tiz the Law","Secret No More","","","","","Tommy Town Thoroughbreds",115000
5,1451,"Taylor Made Sales Agency, Agent LVI ","","Street Sense --- Seeking Luck","","DB/BR",Filly,"","Street Sense","Seeking Luck","","","","","Fortune / Emcee",150000
5,1452,"Gainesway, Agent XXXIX ","","Gun Runner --- Senza Te","","CH   ",Filly,"","Gun Runner","Senza Te","","","","","R.N.A. (120,000)",---
5,1453,"Penn Sales ","","Golden Grammy","","CH",Filly,"Golden Grammy","Maclean's Music","Settling for Gold","","","","","Randy Finegan",60000
5,1454,"Gainesway, Agent XXXV ","","Starry Night","","B",Filly,"Starry Night","Justify","Shannon Faith","","","","","X-Men Racing/Madaket/SF Racing",65000
5,1455,"Hill 'n' Dale at Xalapa, Agent ","","Army Mule --- She Beast","","B",Colt,"","Army Mule","She Beast","","","","","St. Elias / Starlight/ Harrell Ventures",600000
5,1456,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent V ","","Collected --- She Is Bedazzling","","DB/BR",Colt,"","Collected","She Is Bedazzling","","","","","Fujii Kosan Co. Ltd.",325000
5,1457,"Legacy Bloodstock, Agent for Four Pillars Holdings ","","Mendelssohn --- She Persisted","","B",Colt,"","Mendelssohn","She Persisted","","","","","R.N.A. (33,000)",---
5,1458,"Highgate Sales, Agent for Coteau Grove Farms ","","Maclean's Music --- She's On Top","","CH",Colt,"","Maclean's Music","She's On Top","","","","","SGV Thoroughbreds, LLC",150000
5,1459,"Claiborne Farm, Agent ","","Blame --- Sierra Olivia","","DB/BR",Colt,"","Blame","Sierra Olivia","","","","","R.N.A. (145,000)",---
5,1460,"Columbiana Farm LLC, Agent ","","Regal Majesty","","GR/RO",Filly,"Regal Majesty","Volatile","Silver Lullaby","","","","","Miracle Logistics",25000
5,1461,"Denali Stud, Agent for Bridlewood Farm ","","Maclean's Music --- Silver Malibu","","GR/RO",Colt,"","Maclean's Music","Silver Malibu","","","","","R.N.A. (95,000)",---
5,1462,"Greenfield Farms, Agent for Sierra Farm ","","Liam's Map --- Silverpocketsfull","","DB/BR",Colt,"","Liam's Map","Silverpocketsfull","","","","","Lauren Carlisle, Agent",270000
5,1463,"Gainesway, Agent XV ","","Authentic Grace","","DB/BR",Filly,"Authentic Grace","Authentic","Singita","","","","","R.N.A. (60,000)",---
5,1464,"Machmer Hall Sales, Agent for Machmer Hall ","","Munnings --- Singsong","","GR/RO",Filly,"","Munnings","Singsong","","","","","West Coast Turf",200000
5,1465,"Gainesway, Agent XXX ","","McKinzie --- Sip Sip","","B",Filly,"","McKinzie","Sip Sip","","","","","Out",0
5,1466,"Upson Downs Farm, Agent VI ","","Mike's Magic","","DB/BR",Colt,"Mike's Magic","Frosted","Smile More","","","","","George  Vires",50000
5,1467,"Taylor Made Sales Agency, Agent CXXVIII ","","Jar","","B",Colt,"Jar","Twirling Candy","Snuff","","","","","R.N.A. (145,000)",---
5,1468,"Dixiana Farms LLC ","","McKinzie --- Sold It","","B",Colt,"","McKinzie","Sold It","","","","","R.N.A. (45,000)",---
5,1469,"Hill 'n' Dale at Xalapa, Agent ","","Curlin --- Solerina","","B",Colt,"","Curlin","Solerina","","","","","Out",0
5,1470,"Legacy Bloodstock, Agent for WinStar Farm Bred & Raised ","","Liam's Map --- Solstice","","CH",Colt,"","Liam's Map","Solstice","","","","","Shopin Stables",250000
5,1471,"Lane's End, Agent ","","Vino Rosso --- Somerset","","B",Filly,"","Vino Rosso","Somerset","","","","","West Bloodstock, Agent for Repole Stable",50000
5,1472,"Taylor Made Sales Agency, Agent CXLI ","","Vekoma --- Song of Hours","","GR/RO",Colt,"","Vekoma","Song of Hours","","","","","Red Wings",70000
5,1473,"Hill 'n' Dale at Xalapa, Agent ","","Baytown Beatle","","B",Colt,"Baytown Beatle","Maclean's Music","Song Sung True","","","","","Baytown Partnerships",7000
5,1474,"Legacy Bloodstock, Agent XL ","","Tiz the Law --- Southern Silence","","DB/BR",Filly,"","Tiz the Law","Southern Silence","","","","","Mustang Farms",80000
5,1475,"Eaton Sales, Agent for Longford Farm ","","Sycamore Shoals","","DB/BR",Filly,"Sycamore Shoals","Street Sense","Spacy Tracy","","","","","Fortune / Emcee",225000
5,1476,"Denali Stud, Agent V ","","Into Inspiration","","GR/RO",Colt,"Into Inspiration","Into Mischief","Special Honor","","","","","Ramon Tallaj",300000
5,1477,"Gainesway, Agent XXV ","","Hasty Flyer","","B",Colt,"Hasty Flyer","Gun Runner","Speed On Tap","","","","","MV Magnier & Ron Winchell",100000
5,1478,"Denali Stud, Agent XLVI ","","McKinzie --- Speedy Bird","","DB/BR",Colt,"","McKinzie","Speedy Bird","","","","","R.N.A. (175,000)",---
5,1479,"Runnymede Farm LLC, Agent ","","Tiz the Law --- Speedy Vanessa","","B",Filly,"","Tiz the Law","Speedy Vanessa","","","","","Lothenbach Stables, Inc.",80000
5,1480,"Hunter Valley Farm, Agent ","","Dienekes","","B",Colt,"Dienekes","Flatter","Speedy War","","","","","Gerald Sandin, Agent / William E. Morey",75000
5,1481,"Hunter Valley Farm, Agent ","","Gum","","B",Filly,"Gum","Twirling Candy","Spellbind (GB)","","","","","Eclipse Thoroughbred Partners & Bridlewood Farm",85000
5,1482,"Greenfield Farms, Agent IV ","","Flatter --- Splash Hit","","DB/BR",Filly,"","Flatter","Splash Hit","","","","","Chad Schumer, Agent",55000
5,1483,"Hunter Valley Farm, Agent ","","Bracket Buster","","B",Colt,"Bracket Buster","Vekoma","Spring Dance","","","","","BBN Racing VI",125000
5,1484,"Summerfield (Francis and Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised","","Clear the Beach","","B    ",Colt,"Clear the Beach","Omaha Beach","Spring Party","","","","","John Ballantyne/NBS Stable",150000
5,1485,"Eaton Sales, Agent ","","Heber","","CH",Colt,"Heber","Nyquist","Stageplay","","","","","David Hinkins",25000
5,1486,"Gainesway, Agent XXXI ","","Gandalf","","B",Colt,"Gandalf","Omaha Beach","Starlet O'Hara","","","","","Martin Anthony",275000
5,1487,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VIII ","","Practical Joke --- Star Super","","B",Filly,"","Practical Joke","Star Super","","","","","StarLadies Racing",110000
5,1488,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X ","","Italy","","GR/RO",Filly,"Italy","Caravaggio","Stayclassysandiego","","","","","Michael Owens, Agent for Susan Moore",225000
5,1489,"Valkyre Stud, Agent III ","","She's My Honey","","DB/BR",Filly,"She's My Honey","Not This Time","Steamy","","","","","Out",0
5,1490,"Thorostock LLC, Agent ","","Violence --- Street Cruizer","","B",Colt,"","Violence","Street Cruizer","","","","","R.N.A. (150,000)",---
5,1491,"Denali Stud, Agent XXIV ","","Violence --- Street Show","","CH",Filly,"","Violence","Street Show","","","","","R.N.A. (35,000)",---
5,1492,"Scott Mallory, Agent IX ","","Multiverse","","CH",Colt,"Multiverse","Practical Joke","String Section","","","","","Pin Oak Stud",575000
5,1493,"Garrencasey Sales LLC, Agent I ","","Alramz","","B",Colt,"Alramz","Street Boss","Stripping","","","","","Pedro Lanz,  Agent",40000
5,1494,"Machmer Hall Sales, Agent for Machmer Hall ","","Vekoma --- Study Hard","","CH",Filly,"","Vekoma","Study Hard","","","","","George Foster",100000
5,1495,"Gainesway, Agent XXX ","","Alidade","","GR/RO",Filly,"Alidade","Tapit","Successful Outlook","","","","","Steven W. Young, Agent",350000
5,1496,"Taylor Made Sales Agency, Agent CXVI ","","Mama Bourbon","","CH",Filly,"Mama Bourbon","Gun Runner","Sugar Queen","","","","","Steven W. Young, Agent",250000
5,1497,"Equus Farm (Jerry Cummins/Paul Adams), Agent III ","","Moon Power","","CH",Colt,"Moon Power","Malibu Moon","Sugar Sweet","","","","","FMQ Stables",100000
5,1498,"Legacy Bloodstock, Agent for Spendthrift Farm LLC ","","Vekoma --- Summer of Fun","","DB/BR",Colt,"","Vekoma","Summer of Fun","","","","","St. Elias, Talla Racing, Spendthrift Farm, LLC",775000
5,1499,"Taylor Made Sales Agency, Agent for Ann Mudge Backer (Smitten Farm)","","Contrabandist","","DB/BR",Colt,"Contrabandist","Gun Runner","Summertime Green","","","","","Donegal Racing by Jerry Crawford",300000
5,1500,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Stonestreet Bred & Raised","","Liam's Map --- Sumptuous","","CH   ",Filly,"","Liam's Map","Sumptuous","","","","","Peter Deutsch",100000
5,1501,"Hunter Valley Farm, Agent ","","Uncle Mo --- Sun Studio","","DB/BR",Filly,"","Uncle Mo","Sun Studio","","","","","Meah/Lloyd Bloodstock, Agent. for BG Stables",335000
5,1502,"Machmer Hall Sales, Agent for Machmer Hall and Tamme Valley Farm","","Volatile --- Super Allison","","CH",Colt,"","Volatile","Super Allison","","","","","Cool Hill ",60000
5,1503,"Penn Sales ","","Vekoma --- Super Divine","","CH",Colt,"","Vekoma","Super Divine","","","","","Becky Thomas, Agent",90000
5,1504,"Legacy Bloodstock, Agent XXXII ","","Curlin --- Super Humor","","B",Colt,"","Curlin","Super Humor","","","","","West Bloodstock, Agent for Repole Stable",260000
5,1505,"Gainesway, Agent XLI ","","Perfect Union","","B",Filly,"Perfect Union","Tiz the Law","Supernatural","","","","","Don't Tell My Wife Stables, LLC",130000
5,1506,"Scott Mallory, Agent for Buena Madera ","","Stand the Rain","","GR/RO",Filly,"Stand the Rain","Liam's Map","Super Surprise","","","","","Joe Migliore, Agent",285000
5,1507,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Liam's Map --- Surf Siren","","B",Colt,"","Liam's Map","Surf Siren","","","","","Kevin Knuckley",195000
